prompt_id,model_name,control,mode,eci_raw,eci_residualized,early_eci_raw,effective_ranks,participation_ratios,variances,window_starts,window_ends
qa137,microsoft/phi-2,none,natural_long,0.006609673211068819,0.006609673211068819,-0.011359155178070068,"[97.93974304199219, 100.4318618774414, 98.97022247314453, 96.00366973876953, 99.54129791259766, 102.02057647705078, 102.15580749511719, 100.20166778564453, 99.7693862915039, 103.20002746582031]","[69.41785430908203, 74.59245300292969, 73.09048461914062, 68.97789001464844, 73.96639251708984, 76.71085357666016, 77.7150650024414, 76.23460388183594, 75.25482177734375, 78.22016906738281]","[1.21875, 1.302734375, 1.31640625, 1.296875, 1.3466796875, 1.36328125, 1.41796875, 1.4033203125, 1.3369140625, 1.3193359375]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704]"
qa138,microsoft/phi-2,none,natural_long,0.006851894205266783,0.006851894205266783,0.005923259258270264,"[98.34979248046875, 99.60538482666016, 96.9294662475586, 100.5053939819336, 99.84420776367188, 103.5606689453125, 102.8530044555664, 102.1679916381836, 102.20686340332031, 102.69099426269531, 101.09553527832031]","[68.1691665649414, 72.28838348388672, 69.81941986083984, 75.43498229980469, 74.26922607421875, 80.13053131103516, 78.56729125976562, 77.57856750488281, 78.8289794921875, 79.01347351074219, 75.52579498291016]","[1.224609375, 1.2724609375, 1.2353515625, 1.298828125, 1.294921875, 1.326171875, 1.3408203125, 1.3876953125, 1.4111328125, 1.3994140625, 1.3115234375]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa139,microsoft/phi-2,none,natural_long,-0.0018598870797590782,-0.0018598870797590782,-0.015401721000671383,"[102.26283264160156, 98.50336456298828, 98.3324966430664, 99.03408813476562, 102.1252670288086, 102.71253204345703, 101.16483306884766, 98.48786163330078, 94.50471496582031, 98.98419952392578, 101.96669006347656]","[73.69165802001953, 68.44319152832031, 70.06834411621094, 71.71088409423828, 75.89494323730469, 75.78522491455078, 74.49068450927734, 72.50910186767578, 67.67738342285156, 72.46035766601562, 74.89251708984375]","[1.2607421875, 1.1748046875, 1.2001953125, 1.19921875, 1.2041015625, 1.1865234375, 1.22265625, 1.2578125, 1.2392578125, 1.23046875, 1.162109375]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa140,microsoft/phi-2,none,natural_long,-0.0027650204571810656,-0.0027650204571810656,0.012524056434631347,"[99.86705780029297, 101.31201934814453, 100.78893280029297, 102.71321868896484, 103.4239273071289, 103.7327651977539, 100.5911636352539, 102.67096710205078, 103.23348999023438, 98.08116912841797, 97.67530822753906]","[72.02841186523438, 74.7455062866211, 73.71026611328125, 77.74093627929688, 79.40717315673828, 81.23300170898438, 77.48197174072266, 79.98284149169922, 79.19198608398438, 72.62879943847656, 74.25424194335938]","[1.244140625, 1.244140625, 1.21484375, 1.2744140625, 1.3291015625, 1.375, 1.3818359375, 1.3447265625, 1.2978515625, 1.3037109375, 1.3310546875]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa141,microsoft/phi-2,none,natural_long,-0.0018888982859524824,-0.0018888982859524824,0.01812896728515625,"[99.56285095214844, 100.3666000366211, 101.11915588378906, 103.17951202392578, 101.73895263671875, 102.47721862792969, 101.6294174194336, 102.18245697021484, 100.56910705566406, 98.77692413330078, 98.92578125]","[70.06997680664062, 74.83271026611328, 75.90028381347656, 79.9900894165039, 78.26992797851562, 78.45647430419922, 75.49990844726562, 78.24179077148438, 76.31301879882812, 74.2257080078125, 74.13665008544922]","[1.232421875, 1.33984375, 1.3623046875, 1.4423828125, 1.462890625, 1.41796875, 1.3173828125, 1.3828125, 1.380859375, 1.37109375, 1.3720703125]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa142,microsoft/phi-2,none,natural_long,0.0010566583701542447,0.0010566583701542447,0.011697709560394287,"[99.034423828125, 99.71221160888672, 99.58421325683594, 101.57260131835938, 101.15721130371094, 101.12330627441406, 98.2005386352539]","[70.33589172363281, 73.31878662109375, 73.71372985839844, 75.43560028076172, 74.85979461669922, 76.47380828857422, 71.5179214477539]","[1.2685546875, 1.357421875, 1.3662109375, 1.3115234375, 1.29296875, 1.3955078125, 1.3994140625]","[0, 64, 128, 192, 256, 320, 384]","[128, 192, 256, 320, 384, 448, 512]"
qa143,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[93.20046997070312],[62.55785369873047],[1.1923828125],[0],[128]
qa144,microsoft/phi-2,none,natural_long,0.005119984800165352,0.005119984800165352,0.010249435901641842,"[98.06849670410156, 100.29646301269531, 101.45927429199219, 99.86743927001953, 100.44780731201172, 104.63887023925781, 104.44316101074219, 100.98432922363281, 99.68944549560547, 104.4669189453125, 101.75714111328125]","[69.17861938476562, 74.18663787841797, 76.64762878417969, 73.7513198852539, 76.33338928222656, 83.08979034423828, 81.54281616210938, 76.8919448852539, 75.51261138916016, 81.08212280273438, 76.941650390625]","[1.177734375, 1.271484375, 1.3603515625, 1.3076171875, 1.3544921875, 1.404296875, 1.41796875, 1.443359375, 1.4208984375, 1.384765625, 1.30078125]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa145,microsoft/phi-2,none,natural_long,0.0016161095012318003,0.0016161095012318003,0.01754522323608398,"[97.46817779541016, 102.69343566894531, 101.57933044433594, 101.58252716064453, 100.11604309082031, 100.94322204589844, 100.39775848388672, 102.29117584228516, 103.84510803222656, 101.5301284790039, 98.97503662109375]","[68.65801239013672, 77.84527587890625, 76.82726287841797, 77.52224731445312, 74.7603988647461, 76.5604476928711, 76.82854461669922, 78.9499282836914, 81.21743774414062, 77.94926452636719, 75.85841369628906]","[1.2216796875, 1.333984375, 1.365234375, 1.3759765625, 1.30078125, 1.353515625, 1.431640625, 1.4248046875, 1.3740234375, 1.341796875, 1.3857421875]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa146,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
qa147,microsoft/phi-2,none,natural_long,0.01043503284454346,0.01043503284454346,0.009233510494232178,"[96.7635498046875, 101.2273178100586, 101.03587341308594, 98.79718017578125, 98.90870666503906, 104.50050354003906, 103.11905670166016, 104.02629852294922, 102.21452331542969]","[66.93094635009766, 75.27586364746094, 76.41703796386719, 72.76680755615234, 74.28378295898438, 82.58027648925781, 80.35538482666016, 80.7593994140625, 77.32304382324219]","[1.25, 1.359375, 1.3798828125, 1.3427734375, 1.3759765625, 1.423828125, 1.4365234375, 1.4287109375, 1.361328125]","[0, 64, 128, 192, 256, 320, 384, 448, 512]","[128, 192, 256, 320, 384, 448, 512, 576, 640]"
qa148,microsoft/phi-2,none,natural_long,0.005189876122908161,0.005189876122908161,-0.005399191379547119,"[91.63416290283203, 94.06291198730469, 93.79566192626953, 90.57141876220703, 87.84890747070312, 95.05487060546875, 96.61213684082031, 93.1154556274414, 93.11740112304688, 96.33088684082031, 94.76382446289062]","[56.73030471801758, 62.57086181640625, 63.16331100463867, 58.831260681152344, 56.54041290283203, 65.40354919433594, 67.49053192138672, 61.87554931640625, 61.48268508911133, 67.76408386230469, 66.2444839477539]","[1.0546875, 1.11328125, 1.150390625, 1.0732421875, 1.0478515625, 1.1123046875, 1.126953125, 1.0625, 1.0546875, 1.2001953125, 1.25390625]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa149,microsoft/phi-2,none,natural_long,0.002295802940021862,0.002295802940021862,0.020337581634521477,"[97.6071548461914, 98.24266052246094, 99.36402130126953, 101.57205200195312, 101.56140899658203, 100.10062408447266, 102.52800750732422, 100.93138885498047, 101.87808227539062, 101.32998657226562, 96.9242935180664]","[68.83261108398438, 71.55508422851562, 74.09529113769531, 77.5060806274414, 77.29421997070312, 74.52316284179688, 77.96302032470703, 76.01030731201172, 77.08061981201172, 76.54523468017578, 70.70201873779297]","[1.2109375, 1.251953125, 1.310546875, 1.3701171875, 1.3720703125, 1.376953125, 1.3662109375, 1.3046875, 1.328125, 1.3525390625, 1.3408203125]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
rsn000,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[91.87684631347656],[62.97793197631836],[1.197265625],[0],[128]
rsn001,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn002,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn003,microsoft/phi-2,none,natural_long,0.029344856739044172,0.029344856739044172,0.029344856739044172,"[95.4385986328125, 96.8685302734375, 99.19474029541016]","[65.93363189697266, 69.60698699951172, 72.390625]","[1.138671875, 1.171875, 1.19921875]","[0, 64, 128]","[128, 192, 256]"
rsn004,microsoft/phi-2,none,natural_long,-0.01079928874969482,-0.01079928874969482,-0.01079928874969482,"[98.47364044189453, 98.9613037109375, 97.0913314819336]","[70.96949768066406, 71.679443359375, 70.24479675292969]","[1.2705078125, 1.291015625, 1.2626953125]","[0, 64, 128]","[128, 192, 256]"
rsn005,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[97.8826904296875],[71.1343994140625],[1.208984375],[0],[128]
rsn006,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn007,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn008,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn009,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn010,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn011,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn012,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn013,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn014,microsoft/phi-2,none,natural_long,-0.026317501068115236,-0.026317501068115236,0.0071916341781616214,"[97.17581176757812, 97.15042114257812, 99.57218933105469, 97.90277099609375, 93.8807601928711, 87.6812515258789]","[70.18010711669922, 71.14411926269531, 75.12274932861328, 73.9659194946289, 68.78720092773438, 60.49858474731445]","[1.2841796875, 1.3193359375, 1.341796875, 1.34375, 1.318359375, 1.2666015625]","[0, 64, 128, 192, 256, 320]","[128, 192, 256, 320, 384, 448]"
rsn015,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn016,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn017,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn018,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn019,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn020,microsoft/phi-2,none,natural_long,0.05716085433959959,0.05716085433959959,0.05716085433959959,"[88.69129943847656, 92.34959411621094]","[55.468807220458984, 62.83869171142578]","[1.0908203125, 1.201171875]","[0, 64]","[128, 192]"
rsn021,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[89.64387512207031],[58.81401824951172],[1.072265625],[0],[128]
rsn022,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn023,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn024,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn025,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn026,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn027,microsoft/phi-2,none,natural_long,0.03517583608627319,0.03517583608627319,0.03517583608627319,"[91.69526672363281, 90.1328353881836, 97.01594543457031, 96.90507507324219]","[59.222412109375, 58.928741455078125, 67.57518005371094, 68.72917175292969]","[1.037109375, 1.0810546875, 1.1806640625, 1.1982421875]","[0, 64, 128, 192]","[128, 192, 256, 320]"
rsn028,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn029,microsoft/phi-2,none,natural_long,0.03469092845916748,0.03469092845916748,0.040100252628326415,"[93.47993469238281, 97.9211654663086, 99.95467376708984, 101.35681915283203, 102.86320495605469]","[59.40443801879883, 68.2367172241211, 72.13529968261719, 73.70307922363281, 77.23352813720703]","[1.0791015625, 1.1845703125, 1.2314453125, 1.234375, 1.2392578125]","[0, 64, 128, 192, 256]","[128, 192, 256, 320, 384]"
rsn030,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn031,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn032,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[98.3632583618164],[67.60260009765625],[1.22265625],[0],[128]
rsn033,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[91.9652099609375],[63.91605758666992],[1.3056640625],[0],[128]
rsn034,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn035,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn036,microsoft/phi-2,none,natural_long,0.05510592460632323,0.05510592460632323,0.05510592460632323,"[91.1264419555664, 94.6532211303711]","[58.313438415527344, 66.14860534667969]","[1.1591796875, 1.2021484375]","[0, 64]","[128, 192]"
rsn037,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn038,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn039,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn040,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn041,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn042,microsoft/phi-2,none,natural_long,0.015364944934844964,0.015364944934844964,0.015364944934844964,"[99.11927795410156, 100.15079498291016, 101.08599090576172]","[69.1024169921875, 73.83313751220703, 75.62710571289062]","[1.220703125, 1.2900390625, 1.2978515625]","[0, 64, 128]","[128, 192, 256]"
rsn043,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn044,microsoft/phi-2,none,natural_long,-0.009551542455499825,-0.009551542455499825,0.006673920154571534,"[92.24629974365234, 94.6870346069336, 93.85260772705078, 93.94821166992188, 94.99864196777344, 90.17110443115234, 89.47399139404297, 86.34979248046875, 87.12661743164062, 87.63569641113281, 92.61869049072266]","[60.25215148925781, 66.22872924804688, 65.71161651611328, 66.00157165527344, 68.37580108642578, 61.9301643371582, 60.776588439941406, 56.99585723876953, 57.53501510620117, 58.1556510925293, 63.475284576416016]","[1.177734375, 1.2333984375, 1.2294921875, 1.1826171875, 1.2197265625, 1.1826171875, 1.1494140625, 1.0771484375, 1.0751953125, 1.0927734375, 1.1455078125]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
rsn045,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn046,microsoft/phi-2,none,natural_long,0.017702400684356686,0.017702400684356686,0.017702400684356686,"[100.98068237304688, 101.33453369140625, 103.24658966064453]","[73.66845703125, 75.51068115234375, 78.11624908447266]","[1.369140625, 1.357421875, 1.326171875]","[0, 64, 128]","[128, 192, 256]"
rsn047,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn048,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
rsn049,microsoft/phi-2,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
qa000,mistralai/Mistral-7B-v0.1,none,natural_long,-0.009261293070656911,-0.009261293070656911,-0.0332203984260559,"[101.2407455444336, 98.296875, 92.94750213623047, 95.93685150146484, 93.76372528076172, 98.14217376708984, 95.53972625732422]","[74.05709838867188, 71.86824798583984, 65.54779815673828, 69.44075775146484, 67.40544128417969, 73.34288024902344, 69.93170166015625]","[inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384]","[128, 192, 256, 320, 384, 448, 512]"
qa001,mistralai/Mistral-7B-v0.1,none,natural_long,-0.013295818458903924,-0.013295818458903924,-0.0187402606010437,"[109.28802490234375, 109.36689758300781, 106.78651428222656, 106.15023040771484, 109.87272644042969, 105.39495849609375, 99.14697265625, 103.41609191894531, 102.42817687988281, 102.87869262695312, 101.61188507080078]","[86.5234375, 87.10851287841797, 83.53645324707031, 84.2942123413086, 90.17302703857422, 82.2014389038086, 73.199951171875, 79.22008514404297, 78.00067138671875, 78.5170669555664, 77.81932830810547]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa002,mistralai/Mistral-7B-v0.1,none,natural_long,0.005401611328125,0.005401611328125,0.005401611328125,"[96.39232635498047, 95.05459594726562, 97.08373260498047]","[66.11219024658203, 65.65296173095703, 69.99785614013672]","[inf, inf, inf]","[0, 64, 128]","[128, 192, 256]"
qa003,mistralai/Mistral-7B-v0.1,none,natural_long,-0.06375760336716971,-0.06375760336716971,0.030262887477874752,"[91.03597259521484, 90.1294937133789, 93.74799346923828, 96.285888671875, 96.47900390625, 86.7357177734375, 67.57633209228516, 61.15720748901367]","[60.88014602661133, 60.59370422363281, 64.53702545166016, 68.46835327148438, 68.05648803710938, 59.77062225341797, 42.733421325683594, 38.243431091308594]","[inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448]","[128, 192, 256, 320, 384, 448, 512, 576]"
qa004,mistralai/Mistral-7B-v0.1,none,natural_long,-0.010967233351298745,-0.010967233351298745,0.010785377025604247,"[101.0844497680664, 101.85433959960938, 102.00384521484375, 103.33549499511719, 100.64513397216797, 100.49930572509766, 98.92144012451172, 95.78568267822266]","[74.15642547607422, 75.68678283691406, 76.68338012695312, 78.95195007324219, 74.5678939819336, 74.41718292236328, 73.39805603027344, 70.0196533203125]","[inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448]","[128, 192, 256, 320, 384, 448, 512, 576]"
qa005,mistralai/Mistral-7B-v0.1,none,natural_long,0.008598816394805907,0.008598816394805907,0.012850546836853025,"[98.11568450927734, 100.55965423583984, 96.72969055175781, 102.1337890625, 100.08023834228516]","[70.10497283935547, 72.93391418457031, 69.21121215820312, 76.24636840820312, 73.97059631347656]","[inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256]","[128, 192, 256, 320, 384]"
qa006,mistralai/Mistral-7B-v0.1,none,natural_long,0.01611502170562744,0.01611502170562744,0.03261090517044066,"[89.9825439453125, 93.59782409667969, 96.39116668701172, 96.0084228515625, 93.93405151367188]","[59.42280197143555, 64.33222961425781, 67.90363311767578, 66.97942352294922, 65.719482421875]","[inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256]","[128, 192, 256, 320, 384]"
qa007,mistralai/Mistral-7B-v0.1,none,natural_long,0.0057290315628051765,0.0057290315628051765,0.01721652746200561,"[89.0976333618164, 94.11061096191406, 89.2959213256836, 94.3753890991211, 89.58665466308594, 92.43523406982422, 91.43443298339844, 93.28948974609375, 94.6291275024414]","[59.00901412963867, 65.64823150634766, 60.70981216430664, 64.53306579589844, 59.84749984741211, 64.30237579345703, 64.7594223022461, 66.4447021484375, 68.74652099609375]","[inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512]","[128, 192, 256, 320, 384, 448, 512, 576, 640]"
qa008,mistralai/Mistral-7B-v0.1,none,natural_long,0.010161034627394244,0.010161034627394244,0.0425451636314392,"[90.37651062011719, 96.92466735839844, 95.73107147216797, 99.85067749023438, 97.6200942993164, 93.21327209472656, 98.806884765625, 104.41453552246094, 102.92703247070312, 99.38520050048828, 96.33434295654297]","[60.46721649169922, 68.39215850830078, 67.87860107421875, 73.62692260742188, 69.58106231689453, 64.17967224121094, 71.33657836914062, 81.48773956298828, 79.23062133789062, 72.71064758300781, 70.42021179199219]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa009,mistralai/Mistral-7B-v0.1,none,natural_long,-0.006880897825414487,-0.006880897825414487,-0.006374156475067135,"[94.105224609375, 91.8968734741211, 91.44436645507812, 92.896240234375, 94.77584838867188, 96.2958984375, 93.30541229248047, 88.94346618652344, 92.23112487792969, 88.41969299316406, 88.601806640625]","[63.597171783447266, 61.97748947143555, 60.57304763793945, 63.329227447509766, 67.36556243896484, 67.88265228271484, 64.00189971923828, 59.600521087646484, 63.66368865966797, 60.64329147338867, 60.892303466796875]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa010,mistralai/Mistral-7B-v0.1,none,natural_long,0.007841114564375447,0.007841114564375447,-0.02498143911361694,"[99.40364837646484, 98.50279235839844, 90.81871032714844, 96.63563537597656, 100.92436218261719, 97.13421630859375, 98.9528579711914, 99.76795196533203, 104.03572082519531, 100.38019561767578, 100.15318298339844]","[72.37625885009766, 72.446044921875, 62.50023651123047, 70.1521987915039, 75.7742691040039, 70.901123046875, 72.6210708618164, 73.65836334228516, 79.11994171142578, 74.21936798095703, 74.4399185180664]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa011,mistralai/Mistral-7B-v0.1,none,natural_long,0.008729982376098629,0.008729982376098629,0.008729982376098629,"[90.58429718017578, 95.85005950927734, 96.5595474243164, 92.21019744873047]","[59.2245979309082, 67.45059204101562, 69.5676498413086, 64.88966369628906]","[inf, inf, inf, inf]","[0, 64, 128, 192]","[128, 192, 256, 320]"
qa012,mistralai/Mistral-7B-v0.1,none,natural_long,0.026155841350555417,0.026155841350555417,0.026155841350555417,"[93.93436431884766, 99.49886322021484, 99.18793487548828, 99.617919921875]","[61.669837951660156, 71.85596466064453, 72.36839294433594, 72.90850830078125]","[inf, inf, inf, inf]","[0, 64, 128, 192]","[128, 192, 256, 320]"
qa013,mistralai/Mistral-7B-v0.1,none,natural_long,0.005758525024760854,0.005758525024760854,-0.01587187051773071,"[100.07833862304688, 100.68142700195312, 94.9757080078125, 98.59424591064453, 101.05938720703125, 101.31549835205078, 99.79365539550781, 102.4709701538086, 105.02406311035156, 103.093505859375, 98.93012237548828]","[73.63629150390625, 74.37503051757812, 67.7348861694336, 72.88375091552734, 75.81397247314453, 75.55420684814453, 73.91819763183594, 77.52108764648438, 80.78521728515625, 77.98870086669922, 71.71957397460938]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa014,mistralai/Mistral-7B-v0.1,none,natural_long,0.0020779241215099008,0.0020779241215099008,-0.006422841548919677,"[98.48472595214844, 96.6339340209961, 94.8179702758789, 97.71984100341797, 98.12664031982422, 99.59979248046875, 94.77774810791016, 90.16241455078125, 93.82361602783203, 100.89442443847656, 102.29141235351562]","[69.92936706542969, 69.0899887084961, 67.99038696289062, 71.91547393798828, 71.93980407714844, 74.41471099853516, 68.91773223876953, 64.02149200439453, 67.9693603515625, 76.16756439208984, 77.69871520996094]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa015,mistralai/Mistral-7B-v0.1,none,natural_long,-0.011065588394800823,-0.011065588394800823,0.026046144962310787,"[98.78205871582031, 97.61859130859375, 102.10369110107422, 102.84353637695312, 101.98540496826172, 103.53479766845703, 99.77090454101562, 99.51846313476562, 87.72776794433594]","[69.224609375, 68.3616714477539, 75.74545288085938, 77.81159973144531, 75.78572845458984, 78.35110473632812, 74.18561553955078, 73.77849578857422, 62.18122482299805]","[inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512]","[128, 192, 256, 320, 384, 448, 512, 576, 640]"
qa016,mistralai/Mistral-7B-v0.1,none,natural_long,0.009961831569671632,0.009961831569671632,0.007513952255249022,"[91.2169418334961, 91.58894348144531, 95.56419372558594, 91.49483489990234, 94.4517822265625]","[59.77422332763672, 62.046478271484375, 67.0465316772461, 63.61927795410156, 67.98161315917969]","[inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256]","[128, 192, 256, 320, 384]"
qa017,mistralai/Mistral-7B-v0.1,none,natural_long,0.010275588716779435,0.010275588716779435,0.00620211362838745,"[95.55716705322266, 98.18720245361328, 99.11846923828125, 96.56986236572266, 99.2162094116211, 100.05294799804688]","[66.02601623535156, 70.00779724121094, 72.17528533935547, 70.57312774658203, 73.9507827758789, 73.44911193847656]","[inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320]","[128, 192, 256, 320, 384, 448]"
qa018,mistralai/Mistral-7B-v0.1,none,natural_long,0.010631245916539975,0.010631245916539975,0.00028789043426513683,"[91.90160369873047, 91.26829528808594, 92.2297134399414, 91.64254760742188, 95.71205139160156, 94.66636657714844, 99.76581573486328, 99.0215835571289, 97.10504150390625, 99.8609619140625, 93.30870056152344]","[60.358787536621094, 59.9717903137207, 61.96793746948242, 61.47758865356445, 66.85643768310547, 66.64260864257812, 72.09314727783203, 71.63380432128906, 69.12713623046875, 73.20543670654297, 65.3120346069336]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa019,mistralai/Mistral-7B-v0.1,none,natural_long,0.0013246059417724608,0.0013246059417724608,0.00801030397415161,"[99.46200561523438, 101.26207733154297, 98.63092803955078, 102.04792022705078, 99.69506072998047, 100.31224060058594]","[71.22594451904297, 74.70541381835938, 74.08455657958984, 78.07052612304688, 74.00949096679688, 74.11952209472656]","[inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320]","[128, 192, 256, 320, 384, 448]"
qa020,mistralai/Mistral-7B-v0.1,none,natural_long,-0.01148076057434082,-0.01148076057434082,-0.01148076057434082,"[96.07923126220703, 94.33934783935547, 96.35652160644531, 92.95761108398438]","[66.99480438232422, 66.66386413574219, 70.11817932128906, 65.5323486328125]","[inf, inf, inf, inf]","[0, 64, 128, 192]","[128, 192, 256, 320]"
