prompt_id,model_name,control,mode,eci_raw,eci_residualized,early_eci_raw,effective_ranks,participation_ratios,variances,window_starts,window_ends
qa021,mistralai/Mistral-7B-v0.1,none,natural_long,-0.0036735415458679192,-0.0036735415458679192,-0.0036735415458679192,"[92.9071273803711, 95.08074951171875, 90.99279022216797, 93.48609161376953]","[62.242759704589844, 64.4218521118164, 60.551918029785156, 64.91506958007812]","[inf, inf, inf, inf]","[0, 64, 128, 192]","[128, 192, 256, 320]"
qa022,mistralai/Mistral-7B-v0.1,none,natural_long,-0.008688525720076131,-0.008688525720076131,0.017908656597137446,"[95.49568176269531, 98.35791015625, 99.43517303466797, 98.95710754394531, 93.889892578125, 92.30886840820312, 91.2925796508789, 97.43081665039062, 98.03301239013672, 93.52983856201172, 89.0959701538086]","[65.77340698242188, 70.9970703125, 73.38938903808594, 73.44398498535156, 66.97442626953125, 65.43646240234375, 64.56462860107422, 72.15603637695312, 72.55155944824219, 65.95589447021484, 59.6865119934082]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa023,mistralai/Mistral-7B-v0.1,none,natural_long,-0.008651423454284666,-0.008651423454284666,-0.008651423454284666,"[90.79991149902344, 89.33688354492188, 90.86067962646484, 88.44634246826172]","[57.83831787109375, 58.6897087097168, 61.027198791503906, 57.35435485839844]","[inf, inf, inf, inf]","[0, 64, 128, 192]","[128, 192, 256, 320]"
qa024,mistralai/Mistral-7B-v0.1,none,natural_long,0.004168606888164175,0.004168606888164175,0.017140662670135493,"[94.41471862792969, 90.61288452148438, 94.25917053222656, 96.85596466064453, 94.10836029052734, 95.58114624023438, 98.47528076171875, 97.16849517822266, 91.4176025390625, 92.07398986816406, 99.82177734375]","[65.4097671508789, 62.21958541870117, 67.02308654785156, 69.76398468017578, 66.27268981933594, 68.89104461669922, 72.30978393554688, 69.9800033569336, 63.51089859008789, 64.84767150878906, 74.2588882446289]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa025,mistralai/Mistral-7B-v0.1,none,natural_long,0.007968030657087054,0.007968030657087054,0.001806235313415528,"[89.5400619506836, 87.204833984375, 88.19811248779297, 89.59429931640625, 90.79740905761719, 90.67495727539062]","[57.58370590209961, 53.7367057800293, 54.49264907836914, 56.09037399291992, 57.303924560546875, 57.6125602722168]","[inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320]","[128, 192, 256, 320, 384, 448]"
qa026,mistralai/Mistral-7B-v0.1,none,natural_long,0.000981860811060124,0.000981860811060124,0.02741999626159668,"[94.33538818359375, 97.00728607177734, 99.27167510986328, 99.43019104003906, 100.121337890625, 98.71392059326172, 99.4086685180664, 98.23927307128906, 96.3566665649414, 96.77684020996094, 98.27011108398438]","[64.67499542236328, 69.01318359375, 73.59831237792969, 74.60791778564453, 75.64734649658203, 72.97361755371094, 72.4649658203125, 70.17266082763672, 68.24434661865234, 70.43024444580078, 72.4625473022461]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa027,mistralai/Mistral-7B-v0.1,none,natural_long,-0.013363463228399108,-0.013363463228399108,-0.024220025539398185,"[109.82464599609375, 111.2758560180664, 107.33428192138672, 105.97156524658203, 107.18964385986328, 106.17044067382812, 104.05686950683594, 100.92704772949219, 103.74127960205078, 101.9989242553711, 103.23059844970703]","[87.73755645751953, 90.40294647216797, 83.65770721435547, 81.90702056884766, 84.0555191040039, 84.22489929199219, 80.53638458251953, 74.92863464355469, 80.46601104736328, 78.02118682861328, 78.87075805664062]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa028,mistralai/Mistral-7B-v0.1,none,natural_long,-8.909268812699445e-06,-8.909268812699445e-06,-0.0067043304443359375,"[94.52824401855469, 89.85768127441406, 84.78477478027344, 94.78895568847656, 97.07530975341797, 98.6448974609375, 100.28699493408203, 91.7472152709961, 88.45886993408203, 92.94004821777344, 90.41970825195312]","[64.5435562133789, 60.212425231933594, 55.57949447631836, 66.72959899902344, 69.4240493774414, 72.68576049804688, 74.09172821044922, 63.76512145996094, 60.55785369873047, 64.67928314208984, 60.854331970214844]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa029,mistralai/Mistral-7B-v0.1,none,natural_long,-0.04071205854415892,-0.04071205854415892,-0.04071205854415892,"[96.32832336425781, 92.39346313476562, 91.11717987060547]","[67.982421875, 64.78878784179688, 63.933406829833984]","[inf, inf, inf]","[0, 64, 128]","[128, 192, 256]"
qa030,mistralai/Mistral-7B-v0.1,none,natural_long,0.007895215636207946,0.007895215636207946,0.017350041866302485,"[95.5523910522461, 94.43849182128906, 95.13734436035156, 99.02078247070312, 103.14836883544922, 101.37928009033203, 99.79927062988281, 94.52201843261719]","[65.66817474365234, 65.53844451904297, 67.69341278076172, 72.89064025878906, 79.1930923461914, 77.25820922851562, 74.9610824584961, 68.7899169921875]","[inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448]","[128, 192, 256, 320, 384, 448, 512, 576]"
qa031,mistralai/Mistral-7B-v0.1,none,natural_long,0.06619656085968015,0.06619656085968015,0.06619656085968015,"[102.50155639648438, 106.63326263427734, 110.97471618652344]","[77.01902770996094, 83.59091186523438, 91.1082763671875]","[inf, inf, inf]","[0, 64, 128]","[128, 192, 256]"
qa032,mistralai/Mistral-7B-v0.1,none,natural_long,0.0,0.0,0.0,[104.675048828125],[80.0747299194336],[inf],[0],[128]
qa033,mistralai/Mistral-7B-v0.1,none,natural_long,-0.04796258211135865,-0.04796258211135865,-0.048313748836517324,"[100.27384948730469, 99.97168731689453, 93.54838562011719, 92.10801696777344, 88.85765838623047]","[70.91747283935547, 73.23551177978516, 64.87550354003906, 63.14250946044922, 60.02104187011719]","[inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256]","[128, 192, 256, 320, 384]"
qa034,mistralai/Mistral-7B-v0.1,none,natural_long,0.011014146154577088,0.011014146154577088,0.05939230918884277,"[90.22864532470703, 98.3644790649414, 101.6971435546875, 101.78811645507812, 100.8717269897461, 100.63204193115234, 101.03057861328125, 102.42680358886719, 103.81441497802734, 103.33358001708984, 100.20367431640625]","[61.334232330322266, 71.26175689697266, 76.6395492553711, 78.11221313476562, 75.74288177490234, 75.28046417236328, 75.5552749633789, 77.99851989746094, 79.92776489257812, 77.61969757080078, 74.4440689086914]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa035,mistralai/Mistral-7B-v0.1,none,natural_long,-0.045398712158203146,-0.045398712158203146,-0.005127990245819089,"[98.56970977783203, 89.96109008789062, 92.96234893798828, 96.4753189086914, 91.12713623046875, 82.50830841064453, 70.98728942871094, 69.12787628173828, 72.06100463867188, 73.87026977539062, 75.02873229980469]","[69.9988021850586, 60.41591262817383, 63.365726470947266, 67.35681915283203, 62.29214859008789, 53.623321533203125, 44.40922546386719, 43.10344696044922, 46.08158493041992, 48.38344955444336, 50.633155822753906]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa036,mistralai/Mistral-7B-v0.1,none,natural_long,0.0021086931228637687,0.0021086931228637687,0.0021086931228637687,"[92.11781311035156, 92.25276947021484]","[61.293209075927734, 60.84812927246094]","[inf, inf]","[0, 64]","[128, 192]"
qa037,mistralai/Mistral-7B-v0.1,none,natural_long,-0.008158922195434569,-0.008158922195434569,-0.008158922195434569,"[95.24732971191406, 94.72515869140625]","[65.02976989746094, 64.79556274414062]","[inf, inf]","[0, 64]","[128, 192]"
qa038,mistralai/Mistral-7B-v0.1,none,natural_long,0.0,0.0,0.0,[101.59095764160156],[74.27788543701172],[inf],[0],[128]
qa039,mistralai/Mistral-7B-v0.1,none,natural_long,0.0003603631799871278,0.0003603631799871278,0.003847384452819823,"[96.08958435058594, 97.70884704589844, 95.55508422851562, 97.62828063964844, 102.33966064453125, 101.05341339111328, 101.21661376953125, 100.0971908569336, 102.55939483642578, 96.41866302490234, 92.66358184814453]","[66.45519256591797, 67.79979705810547, 65.13028717041016, 68.94324493408203, 76.15813446044922, 74.2625732421875, 76.1573257446289, 75.43739318847656, 77.10733795166016, 68.81329345703125, 63.86383819580078]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa040,mistralai/Mistral-7B-v0.1,none,natural_long,0.02556624412536621,0.02556624412536621,0.02556624412536621,"[94.90979766845703, 86.3527603149414, 91.91781616210938, 98.5089111328125]","[66.9129638671875, 57.52033233642578, 64.84197998046875, 73.99774169921875]","[inf, inf, inf, inf]","[0, 64, 128, 192]","[128, 192, 256, 320]"
qa041,mistralai/Mistral-7B-v0.1,none,natural_long,-0.0249219374223189,-0.0249219374223189,0.04880083799362183,"[93.44709777832031, 94.03067016601562, 95.30962371826172, 103.43162536621094, 98.20003509521484, 86.0565185546875, 84.99290466308594, 91.10140991210938, 82.42848205566406, 83.06269836425781]","[61.48143005371094, 63.092872619628906, 66.55209350585938, 77.47455596923828, 72.02220153808594, 58.179996490478516, 56.90192413330078, 62.483150482177734, 52.72683334350586, 53.42792892456055]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704]"
qa042,mistralai/Mistral-7B-v0.1,none,natural_long,-0.001814836805517024,-0.001814836805517024,0.0198030948638916,"[102.59466552734375, 100.31185913085938, 103.2420654296875, 105.84259033203125, 105.63273620605469, 105.27420806884766, 102.9616470336914, 100.72013092041016, 97.51428985595703, 101.88416290283203, 104.80139923095703]","[76.6136474609375, 73.47628784179688, 78.4641342163086, 81.89363861083984, 81.80996704101562, 81.97576141357422, 79.24832153320312, 76.04523468017578, 72.96792602539062, 78.78874206542969, 81.8046646118164]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa043,mistralai/Mistral-7B-v0.1,none,natural_long,0.06349384784698484,0.06349384784698484,0.06349384784698484,"[94.39041137695312, 98.45401763916016]","[63.380374908447266, 71.0611801147461]","[inf, inf]","[0, 64]","[128, 192]"
qa044,mistralai/Mistral-7B-v0.1,none,natural_long,0.029954552650451653,0.029954552650451653,0.029954552650451653,"[98.37329864501953, 100.29039001464844]","[69.69098663330078, 73.81707000732422]","[inf, inf]","[0, 64]","[128, 192]"
qa045,mistralai/Mistral-7B-v0.1,none,natural_long,-0.011166751384735106,-0.011166751384735106,-0.011166751384735106,"[100.06334686279297, 93.38072204589844, 95.23184967041016, 97.0640640258789]","[72.56722259521484, 64.64752197265625, 67.5316390991211, 69.90733337402344]","[inf, inf, inf, inf]","[0, 64, 128, 192]","[128, 192, 256, 320]"
qa046,mistralai/Mistral-7B-v0.1,none,natural_long,-0.001629515127702193,-0.001629515127702193,0.0025911092758178714,"[104.00849151611328, 102.70323944091797, 103.37220764160156, 104.33827209472656, 100.83055877685547, 99.54595184326172, 100.49771881103516, 101.61343383789062, 103.68663024902344, 103.79248809814453, 101.81058502197266]","[78.56622314453125, 76.69842529296875, 77.99483489990234, 80.64370727539062, 74.98564910888672, 74.13548278808594, 74.7007827758789, 76.11160278320312, 79.28173828125, 79.4368667602539, 75.5187759399414]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa047,mistralai/Mistral-7B-v0.1,none,natural_long,-0.03831162019209429,-0.03831162019209429,-0.021629047393798822,"[97.38195037841797, 89.00154113769531, 91.74455261230469, 91.8534164428711, 98.62443542480469, 96.50743865966797, 90.78562927246094, 90.92330169677734, 75.58222198486328, 63.91429901123047]","[69.20915985107422, 61.42401123046875, 64.01315307617188, 64.69996643066406, 73.13304901123047, 70.24539184570312, 63.49801254272461, 64.47097778320312, 51.27772521972656, 41.444828033447266]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704]"
qa048,mistralai/Mistral-7B-v0.1,none,natural_long,0.011723923683166505,0.011723923683166505,-0.025163078308105467,"[89.78324890136719, 93.64495849609375, 81.968994140625, 88.30711364746094, 96.20382690429688]","[58.8970832824707, 64.88859558105469, 54.838417053222656, 61.665000915527344, 69.93006134033203]","[inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256]","[128, 192, 256, 320, 384]"
qa049,mistralai/Mistral-7B-v0.1,none,natural_long,0.014381140470504768,0.014381140470504768,-0.006501066684722898,"[95.71688079833984, 91.9506607055664, 93.79467010498047, 93.71531677246094, 93.817626953125, 99.46072387695312, 97.71666717529297, 100.2000961303711]","[66.42589569091797, 62.4662971496582, 65.65567779541016, 66.11406707763672, 66.73821258544922, 73.73895263671875, 71.71200561523438, 74.8115463256836]","[inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448]","[128, 192, 256, 320, 384, 448, 512, 576]"
qa050,mistralai/Mistral-7B-v0.1,none,natural_long,-0.03148499727249146,-0.03148499727249146,-0.02110176086425781,"[103.08991241455078, 105.17015075683594, 105.73439025878906, 98.4001235961914, 96.39972686767578]","[76.89270782470703, 80.18225860595703, 82.66128540039062, 73.3663558959961, 68.48761749267578]","[inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256]","[128, 192, 256, 320, 384]"
qa051,mistralai/Mistral-7B-v0.1,none,natural_long,-0.019347190856933587,-0.019347190856933587,-0.019347190856933587,"[100.41413116455078, 96.78948211669922, 96.78514099121094, 96.28817749023438]","[73.40269470214844, 69.76634979248047, 71.07154846191406, 70.27403259277344]","[inf, inf, inf, inf]","[0, 64, 128, 192]","[128, 192, 256, 320]"
qa052,mistralai/Mistral-7B-v0.1,none,natural_long,-0.028081417083740224,-0.028081417083740224,-0.028081417083740224,"[103.71461486816406, 97.73886108398438, 100.12019348144531]","[78.87822723388672, 70.14657592773438, 73.66804504394531]","[inf, inf, inf]","[0, 64, 128]","[128, 192, 256]"
qa053,mistralai/Mistral-7B-v0.1,none,natural_long,0.010617636498950783,0.010617636498950783,0.0050023555755615194,"[109.73214721679688, 113.67680358886719, 111.03935241699219, 111.678466796875, 115.41773986816406, 115.37239074707031, 114.78852081298828, 114.70121002197266]","[88.48823547363281, 95.93299865722656, 92.43222045898438, 93.91517639160156, 99.54183959960938, 99.60845184326172, 98.92479705810547, 98.7688980102539]","[inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448]","[128, 192, 256, 320, 384, 448, 512, 576]"
qa054,mistralai/Mistral-7B-v0.1,none,natural_long,-0.011289647492495452,-0.011289647492495452,-0.011961507797241209,"[104.24041748046875, 103.28292846679688, 98.88228607177734, 103.15550994873047, 103.0917739868164, 101.32129669189453, 98.20503997802734, 96.79261779785156, 97.80767822265625, 97.29882049560547, 97.29914855957031]","[79.16722106933594, 79.2737045288086, 73.1808090209961, 77.64105987548828, 77.81616973876953, 75.0852279663086, 72.44778442382812, 70.34020233154297, 70.77371978759766, 71.86505889892578, 72.26732635498047]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa055,mistralai/Mistral-7B-v0.1,none,natural_long,0.009718954563140867,0.009718954563140867,0.009718954563140867,"[101.82636260986328, 100.42816162109375, 103.07038879394531]","[74.49883270263672, 72.6040267944336, 78.73748016357422]","[inf, inf, inf]","[0, 64, 128]","[128, 192, 256]"
qa056,mistralai/Mistral-7B-v0.1,none,natural_long,-0.044290191786629816,-0.044290191786629816,-0.05882983207702636,"[104.00139617919922, 104.06351470947266, 99.0750503540039, 93.11385345458984, 89.74858093261719, 93.94058990478516]","[80.44363403320312, 79.53353881835938, 70.13179016113281, 63.14716339111328, 59.67625045776367, 65.0185775756836]","[inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320]","[128, 192, 256, 320, 384, 448]"
qa057,mistralai/Mistral-7B-v0.1,none,natural_long,0.0008563381252866801,0.0008563381252866801,0.0025961041450500506,"[102.2293930053711, 97.81070709228516, 99.44342041015625, 102.2389907836914, 102.98737335205078, 102.0904541015625, 98.72531127929688, 99.79812622070312, 102.19498443603516, 100.89799499511719]","[75.9888916015625, 71.554443359375, 74.13790130615234, 76.4232406616211, 77.64451599121094, 76.51763153076172, 72.01492309570312, 73.89393615722656, 75.97454833984375, 72.72382354736328]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704]"
qa058,mistralai/Mistral-7B-v0.1,none,natural_long,-0.0077606822763170505,-0.0077606822763170505,-0.013744592666625975,"[101.47679138183594, 101.4719467163086, 102.259765625, 98.2820053100586, 102.26800537109375, 100.32402038574219, 97.6036148071289]","[74.32489776611328, 74.54240417480469, 76.34490966796875, 71.91236877441406, 76.6920394897461, 74.46493530273438, 72.2612533569336]","[inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384]","[128, 192, 256, 320, 384, 448, 512]"
qa059,mistralai/Mistral-7B-v0.1,none,natural_long,-0.02038222977093287,-0.02038222977093287,-0.036143958568573,"[110.66210174560547, 108.74445343017578, 105.24188995361328, 104.11891174316406, 102.07293701171875, 103.19324493408203, 103.2442398071289]","[90.72871398925781, 88.0367660522461, 81.37576293945312, 79.43997192382812, 76.68612670898438, 78.16878509521484, 78.69131469726562]","[inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384]","[128, 192, 256, 320, 384, 448, 512]"
qa060,mistralai/Mistral-7B-v0.1,none,natural_long,0.026103413105011,0.026103413105011,0.02209532260894775,"[54.722110748291016, 56.04705810546875, 57.8412971496582, 58.83769989013672, 64.614501953125, 68.19017791748047, 68.01151275634766, 66.8852310180664, 68.64960479736328, 70.6032485961914, 69.4473648071289]","[26.787588119506836, 29.43674659729004, 31.55750846862793, 33.009769439697266, 37.71156692504883, 40.90513610839844, 40.96541213989258, 39.798095703125, 41.76409912109375, 43.462120056152344, 42.19443130493164]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa061,mistralai/Mistral-7B-v0.1,none,natural_long,0.023982971055167064,0.023982971055167064,-0.04111620187759398,"[95.73148345947266, 94.25934600830078, 86.21320343017578, 89.64207458496094, 99.51946258544922, 102.6340103149414]","[66.82543182373047, 66.22181701660156, 58.06275177001953, 61.74325942993164, 72.36289978027344, 77.84300994873047]","[inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320]","[128, 192, 256, 320, 384, 448]"
qa062,mistralai/Mistral-7B-v0.1,none,natural_long,0.013971209526062008,0.013971209526062008,0.013971209526062008,"[90.93657684326172, 91.83073425292969]","[61.28654861450195, 60.988128662109375]","[inf, inf]","[0, 64]","[128, 192]"
qa063,mistralai/Mistral-7B-v0.1,none,natural_long,-0.004542909968983045,-0.004542909968983045,-0.01927731037139892,"[100.38670349121094, 99.13572692871094, 96.87527465820312, 97.02769470214844, 97.52735900878906, 97.60155487060547, 97.60794067382812, 97.88633728027344, 98.24456787109375, 99.18012237548828, 92.77362060546875]","[73.37158203125, 71.40653228759766, 68.55675506591797, 68.62355041503906, 71.01657104492188, 70.23217010498047, 70.4783935546875, 70.2818603515625, 71.24478149414062, 72.3812255859375, 66.2614974975586]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa064,mistralai/Mistral-7B-v0.1,none,natural_long,-0.2789667844772338,-0.2789667844772338,-0.2789667844772338,"[82.79853820800781, 59.48277282714844, 47.090789794921875]","[49.99717712402344, 34.00559997558594, 27.574520111083984]","[inf, inf, inf]","[0, 64, 128]","[128, 192, 256]"
qa065,mistralai/Mistral-7B-v0.1,none,natural_long,0.0028163465586575607,0.0028163465586575607,0.05463840961456298,"[87.59467315673828, 90.67244720458984, 92.9631118774414, 98.48731231689453, 96.88848876953125, 91.38317108154297, 89.73226165771484, 89.589599609375, 93.98490142822266, 94.8895263671875, 92.56368255615234]","[54.8109245300293, 57.7364616394043, 62.22015380859375, 71.28856658935547, 70.13043975830078, 64.25933837890625, 62.5940055847168, 62.655025482177734, 68.06436920166016, 67.90362548828125, 65.23467254638672]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa066,mistralai/Mistral-7B-v0.1,none,natural_long,-0.034726393222808835,-0.034726393222808835,-0.030647659301757807,"[100.6289291381836, 97.1813735961914, 99.12065124511719, 93.4443359375, 91.38500213623047]","[73.82487487792969, 68.61083221435547, 73.29178619384766, 67.2471694946289, 65.02564239501953]","[inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256]","[128, 192, 256, 320, 384]"
qa067,mistralai/Mistral-7B-v0.1,none,natural_long,-0.01036874489350753,-0.01036874489350753,0.0074355959892272935,"[93.74119567871094, 89.2802505493164, 92.87372589111328, 94.12963104248047, 87.73909759521484, 85.5311508178711, 86.03177642822266, 87.56694030761719, 88.88897705078125, 84.67261505126953, 88.18550109863281]","[63.472190856933594, 59.51371765136719, 63.5112419128418, 65.25668334960938, 59.30447006225586, 57.41464614868164, 57.39763641357422, 59.47096633911133, 61.71303176879883, 58.68262481689453, 61.3873291015625]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa068,mistralai/Mistral-7B-v0.1,none,natural_long,0.007592590082259406,0.007592590082259406,-0.013078749179840091,"[97.60830688476562, 97.51074981689453, 92.52175903320312, 96.48117065429688, 94.3701171875, 97.78305053710938, 99.2630615234375, 100.23450469970703]","[69.30164337158203, 71.58180236816406, 65.53803253173828, 67.77381134033203, 66.0620346069336, 70.70295715332031, 72.15094757080078, 74.45748138427734]","[inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448]","[128, 192, 256, 320, 384, 448, 512, 576]"
qa069,mistralai/Mistral-7B-v0.1,none,natural_long,-0.00884350646625866,-0.00884350646625866,0.023751246929168697,"[96.45829772949219, 99.19739532470703, 99.49858093261719, 101.42483520507812, 102.46939849853516, 100.28330993652344, 98.25221252441406, 94.07780456542969, 93.03995513916016, 100.46782684326172, 90.64772033691406]","[68.17359924316406, 73.11652374267578, 73.62725830078125, 74.29499816894531, 77.1013412475586, 74.62403106689453, 71.69120025634766, 66.89372253417969, 66.34477996826172, 75.60208129882812, 63.57978820800781]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa070,mistralai/Mistral-7B-v0.1,none,natural_long,2.7326175144739717e-05,2.7326175144739717e-05,-0.011602497100830077,"[96.42826843261719, 96.52069091796875, 96.10139465332031, 94.09283447265625, 94.47168731689453, 98.07162475585938]","[67.53748321533203, 69.29139709472656, 69.25077056884766, 66.88860321044922, 67.0188980102539, 71.81623077392578]","[inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320]","[128, 192, 256, 320, 384, 448]"
qa071,mistralai/Mistral-7B-v0.1,none,natural_long,-0.020575175966535297,-0.020575175966535297,-0.0011775612831115719,"[109.95281982421875, 112.86688995361328, 111.05174255371094, 110.30665588378906, 109.3006362915039, 103.02391052246094]","[88.75666809082031, 94.91149139404297, 92.50981903076172, 90.5217514038086, 87.71660614013672, 78.59761047363281]","[inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320]","[128, 192, 256, 320, 384, 448]"
qa072,mistralai/Mistral-7B-v0.1,none,natural_long,0.0027616370807994513,0.0027616370807994513,-0.013171219825744625,"[99.5246353149414, 99.00807189941406, 97.27001190185547, 97.29412841796875, 94.93152618408203, 92.2353515625, 97.21891784667969, 98.6115951538086, 99.70832061767578, 101.7245101928711, 98.79241943359375]","[73.47160339355469, 73.6432876586914, 71.31536102294922, 72.7090072631836, 69.17091369628906, 65.2742919921875, 72.35169219970703, 73.1488265991211, 73.9609375, 77.18921661376953, 72.295654296875]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa073,mistralai/Mistral-7B-v0.1,none,natural_long,0.009982127493078063,0.009982127493078063,-0.035197556018829346,"[91.8155746459961, 93.33504486083984, 87.85041809082031, 86.13497161865234, 89.65746307373047, 88.29364013671875, 93.86134338378906, 95.31880187988281, 94.36454010009766, 95.4963150024414, 95.71861267089844]","[60.989784240722656, 63.558265686035156, 60.056922912597656, 57.680152893066406, 60.683048248291016, 58.61814880371094, 63.7816047668457, 66.39244842529297, 64.80889892578125, 65.58797454833984, 66.53181457519531]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa074,mistralai/Mistral-7B-v0.1,none,natural_long,-0.016340756416320792,-0.016340756416320792,-0.016340756416320792,"[97.65966033935547, 97.23806762695312, 92.4251937866211, 95.77792358398438]","[68.78401184082031, 69.5398178100586, 65.11727142333984, 69.66468811035156]","[inf, inf, inf, inf]","[0, 64, 128, 192]","[128, 192, 256, 320]"
